,Loss,Attack,Feature,ATE Mean value,ATE p-value,Random Cause Refuter Estimated Effect,Random Cause Refuter New Effect,Placebo Treatment Refuter,Placebo Treatment p_value,Subset Refuter,Subset Refuter p_value,ATE Random Cause Refuter Estimated Effect,ATE Random Cause Refuter New Effect,ATE Subset Refuter,ATE Subset Refuter p_value
31,ce,Top3MLLeakLAcc,TestLoss,0.6382442587970503,0.8500881204745926,,,,,,,0.0,0.0,0.0,0.0
32,ce,Top3MLLeakLAcc,TrainVar,-0.39757384166202103,2.503314418722719e-05,,,,,,,0.0,0.0,0.0,0.0
33,ce,Top3MLLeakLAcc,TestVar,0.09322577179492975,3.4727312538976646e-07,,,,,,,0.0,0.0,0.0,0.0
34,ce,Top3MLLeakLAcc,LossDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
35,ce,Top3MLLeakLAcc,AccDiff,0.22399585686085843,3.542976431195814e-77,,,,,,,0.0,0.0,0.0,0.0
36,ce,Top3MLLeakLAcc,NumParams,0.16503022006512513,1.1218016022476848e-07,,,,,,,0.0,0.0,0.0,0.0
37,ce,Top3MLLeakLAcc,TrainSize,-0.12980908309246963,3.2646266318536224e-12,,,,,,,0.0,0.0,0.0,0.0
38,ce,Top3MLLeakLAcc,CentroidDistance.sorted_3.,0.2660878057911956,7.446123955320373e-32,,,,,,,0.0,0.0,0.0,0.0
39,ce,MLLeakAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
40,ce,MLLeakAcc,TestBias2,-75.67903227820693,0.2969642842666206,,,,,,,0.0,0.0,0.0,0.0
41,ce,MLLeakAcc,TrainAcc,-0.017160010703622275,1.550535903266109e-48,,,,,,,0.0,0.0,0.0,0.0
42,ce,MLLeakAcc,TestAcc,-0.34823358128849485,2.3603310413501115e-16,,,,,,,0.0,0.0,0.0,0.0
43,ce,MLLeakAcc,TrainLoss,-0.5441458997842119,0.0015122737136023397,,,,,,,0.0,0.0,0.0,0.0
44,ce,MLLeakAcc,TestLoss,0.7080230957357221,0.8569893887873186,,,,,,,0.0,0.0,0.0,0.0
45,ce,MLLeakAcc,TrainVar,-0.3409440941265896,3.723484255565075e-05,,,,,,,0.0,0.0,0.0,0.0
46,ce,MLLeakAcc,TestVar,0.14249350680871142,3.6633624647307478e-06,,,,,,,0.0,0.0,0.0,0.0
47,ce,MLLeakAcc,LossDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
48,ce,MLLeakAcc,AccDiff,0.2314088364015613,5.776123448832689e-84,,,,,,,0.0,0.0,0.0,0.0
49,ce,MLLeakAcc,NumParams,0.16727993685214415,2.075504609156195e-07,,,,,,,0.0,0.0,0.0,0.0
50,ce,MLLeakAcc,TrainSize,-0.1267225543664745,2.6224665717739733e-12,,,,,,,0.0,0.0,0.0,0.0
51,ce,MLLeakAcc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
52,ce,MLLeakLAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
53,ce,MLLeakLAcc,TestBias2,5.539065344854133,0.9448774739078174,,,,,,,0.0,0.0,0.0,0.0
54,ce,MLLeakLAcc,TrainAcc,-0.01803736953719992,5.458332839143008e-91,,,,,,,0.0,0.0,0.0,0.0
55,ce,MLLeakLAcc,TestAcc,0.06609214883372505,1.0932947420913535e-08,,,,,,,0.0,0.0,0.0,0.0
56,ce,MLLeakLAcc,TrainLoss,-0.6372886794193711,0.00013210186038430102,,,,,,,0.0,0.0,0.0,0.0
57,ce,MLLeakLAcc,TestLoss,0.6427286573603628,0.6186754045704719,,,,,,,0.0,0.0,0.0,0.0
58,ce,MLLeakLAcc,TrainVar,-0.38310362442561524,2.798677225578794e-06,,,,,,,0.0,0.0,0.0,0.0
59,ce,MLLeakLAcc,TestVar,0.15798405471834953,1.0927204441577016e-06,,,,,,,0.0,0.0,0.0,0.0
60,ce,MLLeakLAcc,LossDiff,1.244483302366775,0.005119309989328104,,,,,,,0.0,0.0,0.0,0.0
61,ce,MLLeakLAcc,AccDiff,0.2833054785079683,2.417131751671234e-78,,,,,,,0.0,0.0,0.0,0.0
62,ce,MLLeakLAcc,NumParams,0.18588692948163643,7.2707046655743174e-09,,,,,,,0.0,0.0,0.0,0.0
63,ce,MLLeakLAcc,TrainSize,-0.1428438242549439,9.590618033786453e-14,,,,,,,0.0,0.0,0.0,0.0
64,ce,MLLeakLAcc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
65,ce,ThresholdAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
66,ce,ThresholdAcc,TestBias2,107.49134215898422,0.11568855541003448,,,,,,,0.0,0.0,0.0,0.0
67,ce,ThresholdAcc,TrainAcc,0.16707283373504422,5.62915534782586e-36,,,,,,,0.0,0.0,0.0,0.0
68,ce,ThresholdAcc,TestAcc,-0.32921909174205727,8.335580686478464e-28,,,,,,,0.0,0.0,0.0,0.0
69,ce,ThresholdAcc,TrainLoss,-0.10659081642530832,6.102349749938352e-07,,,,,,,0.0,0.0,0.0,0.0
70,ce,ThresholdAcc,TestLoss,0.6635205255058146,0.9647639032295185,,,,,,,0.0,0.0,0.0,0.0
71,ce,ThresholdAcc,TrainVar,-0.07337646216596805,5.862481000139682e-05,,,,,,,0.0,0.0,0.0,0.0
72,ce,ThresholdAcc,TestVar,0.6449127179240017,0.20320282391200079,,,,,,,0.0,0.0,0.0,0.0
73,ce,ThresholdAcc,LossDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
74,ce,ThresholdAcc,AccDiff,0.22935839187994367,5.858080233461171e-125,,,,,,,0.0,0.0,0.0,0.0
75,ce,ThresholdAcc,NumParams,0.20447053323351705,6.113255283864484e-12,,,,,,,0.0,0.0,0.0,0.0
76,ce,ThresholdAcc,TrainSize,-0.1222952725430444,3.353906021754551e-18,,,,,,,0.0,0.0,0.0,0.0
77,ce,ThresholdAcc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
78,mse,Oak17Acc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
79,mse,Oak17Acc,TestBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
80,mse,Oak17Acc,TrainAcc,-0.7051367857421438,3.2591221156095743e-24,,,,,,,0.0,0.0,0.0,0.0
81,mse,Oak17Acc,TestAcc,0,0,,,,,,,0.0,0.0,0.0,0.0
82,mse,Oak17Acc,TrainLoss,-1.2762189724759232,1.4243349800908428e-16,,,,,,,0.0,0.0,0.0,0.0
83,mse,Oak17Acc,TestLoss,0.47946088460531994,6.627547640895013e-85,,,,,,,0.0,0.0,0.0,0.0
84,mse,Oak17Acc,TrainVar,0.40381794793414316,1.7508247977693276e-29,,,,,,,0.0,0.0,0.0,0.0
85,mse,Oak17Acc,TestVar,0,0,,,,,,,0.0,0.0,0.0,0.0
86,mse,Oak17Acc,LossDiff,0.2940861239478437,1.797081144692693e-91,,,,,,,0.0,0.0,0.0,0.0
87,mse,Oak17Acc,AccDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
88,mse,Oak17Acc,NumParams,0.04994185723697531,0.8778824455256071,,,,,,,0.0,0.0,0.0,0.0
89,mse,Oak17Acc,TrainSize,-0.03821361832314141,0.7069368423044329,,,,,,,0.0,0.0,0.0,0.0
90,mse,Oak17Acc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
91,mse,Top3MLLeakAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
92,mse,Top3MLLeakAcc,TestBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
93,mse,Top3MLLeakAcc,TrainAcc,-0.16406688263995978,1.3812938578778313e-05,,,,,,,0.0,0.0,0.0,0.0
94,mse,Top3MLLeakAcc,TestAcc,0,0,,,,,,,0.0,0.0,0.0,0.0
95,mse,Top3MLLeakAcc,TrainLoss,-0.9125596841401867,5.3524204808129386e-17,,,,,,,0.0,0.0,0.0,0.0
96,mse,Top3MLLeakAcc,TestLoss,0.35786221926839284,9.132252930759471e-66,,,,,,,0.0,0.0,0.0,0.0
97,mse,Top3MLLeakAcc,TrainVar,0.24244210797484522,0.05690532530972675,,,,,,,0.0,0.0,0.0,0.0
98,mse,Top3MLLeakAcc,TestVar,0.02234748750099269,4.192295716549167e-06,,,,,,,0.0,0.0,0.0,0.0
99,mse,Top3MLLeakAcc,LossDiff,0.2561353623267788,4.761384780558737e-40,,,,,,,0.0,0.0,0.0,0.0
100,mse,Top3MLLeakAcc,AccDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
101,mse,Top3MLLeakAcc,NumParams,0.03631095855751454,0.5618720918103007,,,,,,,0.0,0.0,0.0,0.0
102,mse,Top3MLLeakAcc,TrainSize,-0.031936558691354144,0.0012675975006328124,,,,,,,0.0,0.0,0.0,0.0
103,mse,Top3MLLeakAcc,CentroidDistance.sorted_3.,0,0,,,,,,,0.0,0.0,0.0,0.0
104,mse,Top3MLLeakLAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
105,mse,Top3MLLeakLAcc,TestBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
106,mse,Top3MLLeakLAcc,TrainAcc,-0.5522501149698915,1.9931002736389087e-20,,,,,,,0.0,0.0,0.0,0.0
107,mse,Top3MLLeakLAcc,TestAcc,0,0,,,,,,,0.0,0.0,0.0,0.0
108,mse,Top3MLLeakLAcc,TrainLoss,-0.9932311208714335,1.0096550668317097e-17,,,,,,,0.0,0.0,0.0,0.0
109,mse,Top3MLLeakLAcc,TestLoss,0.30010211864839814,5.324936992534076e-70,,,,,,,0.0,0.0,0.0,0.0
110,mse,Top3MLLeakLAcc,TrainVar,0.1857787992094897,4.46636756185903e-19,,,,,,,0.0,0.0,0.0,0.0
111,mse,Top3MLLeakLAcc,TestVar,0,0,,,,,,,0.0,0.0,0.0,0.0
112,mse,Top3MLLeakLAcc,LossDiff,0.18042490776225467,6.178372025258941e-79,,,,,,,0.0,0.0,0.0,0.0
113,mse,Top3MLLeakLAcc,AccDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
114,mse,Top3MLLeakLAcc,NumParams,0.0013659743791071266,0.9378724765088893,,,,,,,0.0,0.0,0.0,0.0
115,mse,Top3MLLeakLAcc,TrainSize,-0.026109802434166107,0.001497995043340197,,,,,,,0.0,0.0,0.0,0.0
116,mse,Top3MLLeakLAcc,CentroidDistance.sorted_3.,0,0,,,,,,,0.0,0.0,0.0,0.0
117,mse,MLLeakAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
118,mse,MLLeakAcc,TestBias2,0.12610334074721108,6.010339102286003e-05,,,,,,,0.0,0.0,0.0,0.0
119,mse,MLLeakAcc,TrainAcc,-0.09646762936846115,0.0016112349925408468,,,,,,,0.0,0.0,0.0,0.0
120,mse,MLLeakAcc,TestAcc,0.487109624915968,1.5261455743372865e-07,,,,,,,0.0,0.0,0.0,0.0
121,mse,MLLeakAcc,TrainLoss,-0.6472732207097123,1.1007876575437521e-14,,,,,,,0.0,0.0,0.0,0.0
122,mse,MLLeakAcc,TestLoss,0.22411102975990688,2.1084663707190646e-11,,,,,,,0.0,0.0,0.0,0.0
123,mse,MLLeakAcc,TrainVar,0.15721542907201963,0.0017669886149013427,,,,,,,0.0,0.0,0.0,0.0
124,mse,MLLeakAcc,TestVar,0.12376204560135462,3.730295331117965e-07,,,,,,,0.0,0.0,0.0,0.0
125,mse,MLLeakAcc,LossDiff,0.5261740570640245,0.004011805095774374,,,,,,,0.0,0.0,0.0,0.0
126,mse,MLLeakAcc,AccDiff,-0.09511766573684022,0.018112463985531627,,,,,,,0.0,0.0,0.0,0.0
127,mse,MLLeakAcc,NumParams,0.03127694718476348,0.7178500590320189,,,,,,,0.0,0.0,0.0,0.0
128,mse,MLLeakAcc,TrainSize,-0.01985446709371924,0.004073884470756117,,,,,,,0.0,0.0,0.0,0.0
129,mse,MLLeakAcc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
130,mse,MLLeakLAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
131,mse,MLLeakLAcc,TestBias2,0.16189434984401946,8.454696643945972e-07,,,,,,,0.0,0.0,0.0,0.0
132,mse,MLLeakLAcc,TrainAcc,-0.11707554748171295,2.436095493793186e-08,,,,,,,0.0,0.0,0.0,0.0
133,mse,MLLeakLAcc,TestAcc,0.5760214047428247,4.279504109512816e-10,,,,,,,0.0,0.0,0.0,0.0
134,mse,MLLeakLAcc,TrainLoss,-0.8638514789988092,3.2347861833092893e-18,,,,,,,0.0,0.0,0.0,0.0
135,mse,MLLeakLAcc,TestLoss,0.3552301216012448,7.553277870847596e-31,,,,,,,0.0,0.0,0.0,0.0
136,mse,MLLeakLAcc,TrainVar,0.2789559547121644,5.769845043351427e-05,,,,,,,0.0,0.0,0.0,0.0
137,mse,MLLeakLAcc,TestVar,0.16902110885607602,0.0003968680221029187,,,,,,,0.0,0.0,0.0,0.0
138,mse,MLLeakLAcc,LossDiff,0.6361187222091084,4.580135379497573e-05,,,,,,,0.0,0.0,0.0,0.0
139,mse,MLLeakLAcc,AccDiff,0.07323991113883577,3.9058324176704856e-16,,,,,,,0.0,0.0,0.0,0.0
140,mse,MLLeakLAcc,NumParams,0.052861575047105536,0.4223282929367076,,,,,,,0.0,0.0,0.0,0.0
141,mse,MLLeakLAcc,TrainSize,-0.029191031519644473,0.016206242269657185,,,,,,,0.0,0.0,0.0,0.0
142,mse,MLLeakLAcc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
143,mse,ThresholdAcc,TrainBias2,0,0,,,,,,,0.0,0.0,0.0,0.0
144,mse,ThresholdAcc,TestBias2,-0.24230314322750524,5.814942970195472e-10,,,,,,,0.0,0.0,0.0,0.0
145,mse,ThresholdAcc,TrainAcc,-0.1388397712758782,1.3272079342295617e-11,,,,,,,0.0,0.0,0.0,0.0
146,mse,ThresholdAcc,TestAcc,-0.5105247274941342,5.90647770315846e-129,,,,,,,0.0,0.0,0.0,0.0
147,mse,ThresholdAcc,TrainLoss,-0.8141855999636786,7.44036328073511e-16,,,,,,,0.0,0.0,0.0,0.0
148,mse,ThresholdAcc,TestLoss,0.37488006892575254,2.0003658121871346e-71,,,,,,,0.0,0.0,0.0,0.0
149,mse,ThresholdAcc,TrainVar,0.2585305019562779,0.003842230733832672,,,,,,,0.0,0.0,0.0,0.0
150,mse,ThresholdAcc,TestVar,0.13981964230100186,0.2553586586093182,,,,,,,0.0,0.0,0.0,0.0
151,mse,ThresholdAcc,LossDiff,0,0,,,,,,,0.0,0.0,0.0,0.0
152,mse,ThresholdAcc,AccDiff,0.20690436357702247,5.90647770315611e-129,,,,,,,0.0,0.0,0.0,0.0
153,mse,ThresholdAcc,NumParams,0.06916438782577772,0.662223887263674,,,,,,,0.0,0.0,0.0,0.0
154,mse,ThresholdAcc,TrainSize,-0.03964673087248427,0.016394500059713362,,,,,,,0.0,0.0,0.0,0.0
155,mse,ThresholdAcc,CentroidDistance.origin.,0,0,,,,,,,0.0,0.0,0.0,0.0
